,"MIN","MAX","UNITE","DESCRIPTION","DATATYPE","DATASCIENTISM","PRECISION","FREQUENCE_ECHANTILLONNAGE","VAL_DEF","DEVICE"
"C0000000d-B008-13-kW dmd-JTW",-200000,200000,"kW","Atelier mécanique Cheylas puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kvarh-JTVarH",-200000,200000,"kvarh","Atelier mécanique Cheylas quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kvar sys-JTVar",-200000,200000,"kvar","Atelier mécanique Cheylas puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kvar L3-JTVar",-200000,200000,"kvar","Atelier mécanique Cheylas L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kvar L2-JTVar",-200000,200000,"kvar","Atelier mécanique Cheylas L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kvar L1-JTVar",-200000,200000,"kvar","Atelier mécanique Cheylas L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kVA sys-JTVA",-200000,200000,"kVA","Atelier mécanique Cheylas puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kVA L3-JTVA",-200000,200000,"kVA","Atelier mécanique Cheylas L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kVA L2-JTVA",-200000,200000,"kVA","Atelier mécanique Cheylas L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000d-B008-13-kVA L1-JTVA",-200000,200000,"kVA","Atelier mécanique Cheylas L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kWh-JTWH",-200000,200000,"kWh","Poste de garde  energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kWh L3-JTWH",-200000,200000,"kWh","Poste de garde  L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kWh L2-JTWH",-200000,200000,"kWh","Poste de garde  L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kWh L1-JTWH",-200000,200000,"kWh","Poste de garde  L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kWh (-)-JTWH",-200000,200000,"kWh","Poste de garde  quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kW sys-JTW",-200000,200000,"kW","Poste de garde  puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kW L3-JTW",-200000,200000,"kW","Poste de garde  L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kW L2-JTW",-200000,200000,"kW","Poste de garde  L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kW L1-JTW",-200000,200000,"kW","Poste de garde  L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kW dmd-JTW",-200000,200000,"kW","Poste de garde  puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kvarh-JTVarH",-200000,200000,"kvarh","Poste de garde  quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kvar sys-JTVar",-200000,200000,"kvar","Poste de garde  puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kvar L3-JTVar",-200000,200000,"kvar","Poste de garde  L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kvar L2-JTVar",-200000,200000,"kvar","Poste de garde  L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kvar L1-JTVar",-200000,200000,"kvar","Poste de garde  L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kVA sys-JTVA",-200000,200000,"kVA","Poste de garde  puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kVA L3-JTVA",-200000,200000,"kVA","Poste de garde  L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kVA L2-JTVA",-200000,200000,"kVA","Poste de garde  L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000c-A005-12-kVA L1-JTVA",-200000,200000,"kVA","Poste de garde  L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kWh-JTWH",-200000,200000,"kWh","Clim Sweetair energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kWh L3-JTWH",-200000,200000,"kWh","Clim Sweetair L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kWh L2-JTWH",-200000,200000,"kWh","Clim Sweetair L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kWh L1-JTWH",-200000,200000,"kWh","Clim Sweetair L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kWh (-)-JTWH",-200000,200000,"kWh","Clim Sweetair quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kW sys-JTW",-200000,200000,"kW","Clim Sweetair puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kW L3-JTW",-200000,200000,"kW","Clim Sweetair L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kW L2-JTW",-200000,200000,"kW","Clim Sweetair L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kW L1-JTW",-200000,200000,"kW","Clim Sweetair L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kW dmd-JTW",-200000,200000,"kW","Clim Sweetair puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kvarh-JTVarH",-200000,200000,"kvarh","Clim Sweetair quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kvar sys-JTVar",-200000,200000,"kvar","Clim Sweetair puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kvar L3-JTVar",-200000,200000,"kvar","Clim Sweetair L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kvar L2-JTVar",-200000,200000,"kvar","Clim Sweetair L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kvar L1-JTVar",-200000,200000,"kvar","Clim Sweetair L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kVA sys-JTVA",-200000,200000,"kVA","Clim Sweetair puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kVA L3-JTVA",-200000,200000,"kVA","Clim Sweetair L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kVA L2-JTVA",-200000,200000,"kVA","Clim Sweetair L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000b-D001-11-kVA L1-JTVA",-200000,200000,"kVA","Clim Sweetair L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kWh-JTWH",-200000,200000,"kWh","RDC aile Chartreuse energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kWh L3-JTWH",-200000,200000,"kWh","RDC aile Chartreuse L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kWh L2-JTWH",-200000,200000,"kWh","RDC aile Chartreuse L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kWh L1-JTWH",-200000,200000,"kWh","RDC aile Chartreuse L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kWh (-)-JTWH",-200000,200000,"kWh","RDC aile Chartreuse quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kW sys-JTW",-200000,200000,"kW","RDC aile Chartreuse puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kW L3-JTW",-200000,200000,"kW","RDC aile Chartreuse L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kW L2-JTW",-200000,200000,"kW","RDC aile Chartreuse L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kW L1-JTW",-200000,200000,"kW","RDC aile Chartreuse L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kW dmd-JTW",-200000,200000,"kW","RDC aile Chartreuse puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kvarh-JTVarH",-200000,200000,"kvarh","RDC aile Chartreuse quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kvar sys-JTVar",-200000,200000,"kvar","RDC aile Chartreuse puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kvar L3-JTVar",-200000,200000,"kvar","RDC aile Chartreuse L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kvar L2-JTVar",-200000,200000,"kvar","RDC aile Chartreuse L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kvar L1-JTVar",-200000,200000,"kvar","RDC aile Chartreuse L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kVA sys-JTVA",-200000,200000,"kVA","RDC aile Chartreuse puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kVA L3-JTVA",-200000,200000,"kVA","RDC aile Chartreuse L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kVA L2-JTVA",-200000,200000,"kVA","RDC aile Chartreuse L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C0000000a-D002-10-kVA L1-JTVA",-200000,200000,"kVA","RDC aile Chartreuse L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kWh-JTWH",-200000,200000,"kWh","Locaux sociaux de Sibuet energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kWh L3-JTWH",-200000,200000,"kWh","Locaux sociaux de Sibuet L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kWh L2-JTWH",-200000,200000,"kWh","Locaux sociaux de Sibuet L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kWh L1-JTWH",-200000,200000,"kWh","Locaux sociaux de Sibuet L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kWh (-)-JTWH",-200000,200000,"kWh","Locaux sociaux de Sibuet quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kW sys-JTW",-200000,200000,"kW","Locaux sociaux de Sibuet puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kW L3-JTW",-200000,200000,"kW","Locaux sociaux de Sibuet L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kW L2-JTW",-200000,200000,"kW","Locaux sociaux de Sibuet L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kW L1-JTW",-200000,200000,"kW","Locaux sociaux de Sibuet L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kW dmd-JTW",-200000,200000,"kW","Locaux sociaux de Sibuet puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kvarh-JTVarH",-200000,200000,"kvarh","Locaux sociaux de Sibuet quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kvar sys-JTVar",-200000,200000,"kvar","Locaux sociaux de Sibuet puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kvar L3-JTVar",-200000,200000,"kvar","Locaux sociaux de Sibuet L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kvar L2-JTVar",-200000,200000,"kvar","Locaux sociaux de Sibuet L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kvar L1-JTVar",-200000,200000,"kvar","Locaux sociaux de Sibuet L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kVA sys-JTVA",-200000,200000,"kVA","Locaux sociaux de Sibuet puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kVA L3-JTVA",-200000,200000,"kVA","Locaux sociaux de Sibuet L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kVA L2-JTVA",-200000,200000,"kVA","Locaux sociaux de Sibuet L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000009-A004-9-kVA L1-JTVA",-200000,200000,"kVA","Locaux sociaux de Sibuet L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kWh-JTWH",-200000,200000,"kWh","K2M energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kWh L3-JTWH",-200000,200000,"kWh","K2M L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kWh L2-JTWH",-200000,200000,"kWh","K2M L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kWh L1-JTWH",-200000,200000,"kWh","K2M L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kWh (-)-JTWH",-200000,200000,"kWh","K2M quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kW sys-JTW",-200000,200000,"kW","K2M puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kW L3-JTW",-200000,200000,"kW","K2M L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kW L2-JTW",-200000,200000,"kW","K2M L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kW L1-JTW",-200000,200000,"kW","K2M L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kW dmd-JTW",-200000,200000,"kW","K2M puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kvarh-JTVarH",-200000,200000,"kvarh","K2M quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kvar sys-JTVar",-200000,200000,"kvar","K2M puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kvar L3-JTVar",-200000,200000,"kvar","K2M L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kvar L2-JTVar",-200000,200000,"kvar","K2M L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kvar L1-JTVar",-200000,200000,"kvar","K2M L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kVA sys-JTVA",-200000,200000,"kVA","K2M puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kVA L3-JTVA",-200000,200000,"kVA","K2M L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kVA L2-JTVA",-200000,200000,"kVA","K2M L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000008-B003-8-kVA L1-JTVA",-200000,200000,"kVA","K2M L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kWh-JTWH",-200000,200000,"kWh","Cascade energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kWh L3-JTWH",-200000,200000,"kWh","Cascade L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kWh L2-JTWH",-200000,200000,"kWh","Cascade L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kWh L1-JTWH",-200000,200000,"kWh","Cascade L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kWh (-)-JTWH",-200000,200000,"kWh","Cascade quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kW sys-JTW",-200000,200000,"kW","Cascade puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kW L3-JTW",-200000,200000,"kW","Cascade L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kW L2-JTW",-200000,200000,"kW","Cascade L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kW L1-JTW",-200000,200000,"kW","Cascade L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kW dmd-JTW",-200000,200000,"kW","Cascade puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kvarh-JTVarH",-200000,200000,"kvarh","Cascade quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kvar sys-JTVar",-200000,200000,"kvar","Cascade puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kvar L3-JTVar",-200000,200000,"kvar","Cascade L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kvar L2-JTVar",-200000,200000,"kvar","Cascade L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kvar L1-JTVar",-200000,200000,"kvar","Cascade L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kVA sys-JTVA",-200000,200000,"kVA","Cascade puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kVA L3-JTVA",-200000,200000,"kVA","Cascade L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kVA L2-JTVA",-200000,200000,"kVA","Cascade L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000007-B005-7-kVA L1-JTVA",-200000,200000,"kVA","Cascade L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kWh-JTWH",-200000,200000,"kWh","Carrossier energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kWh L3-JTWH",-200000,200000,"kWh","Carrossier L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kWh L2-JTWH",-200000,200000,"kWh","Carrossier L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kWh L1-JTWH",-200000,200000,"kWh","Carrossier L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kWh (-)-JTWH",-200000,200000,"kWh","Carrossier quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kW sys-JTW",-200000,200000,"kW","Carrossier puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kW L3-JTW",-200000,200000,"kW","Carrossier L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kW L2-JTW",-200000,200000,"kW","Carrossier L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kW L1-JTW",-200000,200000,"kW","Carrossier L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kW dmd-JTW",-200000,200000,"kW","Carrossier puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kvarh-JTVarH",-200000,200000,"kvarh","Carrossier quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kvar sys-JTVar",-200000,200000,"kvar","Carrossier puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kvar L3-JTVar",-200000,200000,"kvar","Carrossier L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kvar L2-JTVar",-200000,200000,"kvar","Carrossier L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kvar L1-JTVar",-200000,200000,"kvar","Carrossier L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kVA sys-JTVA",-200000,200000,"kVA","Carrossier puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kVA L3-JTVA",-200000,200000,"kVA","Carrossier L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kVA L2-JTVA",-200000,200000,"kVA","Carrossier L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000006-B006-6-kVA L1-JTVA",-200000,200000,"kVA","Carrossier L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kWh-JTWH",-200000,200000,"kWh","coffret ""local pompes"" energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kWh L3-JTWH",-200000,200000,"kWh","coffret ""local pompes"" L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kWh L2-JTWH",-200000,200000,"kWh","coffret ""local pompes"" L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kWh L1-JTWH",-200000,200000,"kWh","coffret ""local pompes"" L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kWh (-)-JTWH",-200000,200000,"kWh","coffret ""local pompes"" quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kW sys-JTW",-200000,200000,"kW","coffret ""local pompes"" puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kW L3-JTW",-200000,200000,"kW","coffret ""local pompes"" L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kW L2-JTW",-200000,200000,"kW","coffret ""local pompes"" L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kW L1-JTW",-200000,200000,"kW","coffret ""local pompes"" L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kW dmd-JTW",-200000,200000,"kW","coffret ""local pompes"" puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kvarh-JTVarH",-200000,200000,"kvarh","coffret ""local pompes"" quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kvar sys-JTVar",-200000,200000,"kvar","coffret ""local pompes"" puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kvar L3-JTVar",-200000,200000,"kvar","coffret ""local pompes"" L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kvar L2-JTVar",-200000,200000,"kvar","coffret ""local pompes"" L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kvar L1-JTVar",-200000,200000,"kvar","coffret ""local pompes"" L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kVA sys-JTVA",-200000,200000,"kVA","coffret ""local pompes"" puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kVA L3-JTVA",-200000,200000,"kVA","coffret ""local pompes"" L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kVA L2-JTVA",-200000,200000,"kVA","coffret ""local pompes"" L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000005-A001-5-kVA L1-JTVA",-200000,200000,"kVA","coffret ""local pompes"" L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kWh-JTWH",-200000,200000,"kWh","Bureaux et communs administratif centraux rez de chaussée energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kWh L3-JTWH",-200000,200000,"kWh","Bureaux et communs administratif centraux rez de chaussée L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kWh L2-JTWH",-200000,200000,"kWh","Bureaux et communs administratif centraux rez de chaussée L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kWh L1-JTWH",-200000,200000,"kWh","Bureaux et communs administratif centraux rez de chaussée L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kWh (-)-JTWH",-200000,200000,"kWh","Bureaux et communs administratif centraux rez de chaussée quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kW sys-JTW",-200000,200000,"kW","Bureaux et communs administratif centraux rez de chaussée puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kW L3-JTW",-200000,200000,"kW","Bureaux et communs administratif centraux rez de chaussée L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kW L2-JTW",-200000,200000,"kW","Bureaux et communs administratif centraux rez de chaussée L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kW L1-JTW",-200000,200000,"kW","Bureaux et communs administratif centraux rez de chaussée L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kW dmd-JTW",-200000,200000,"kW","Bureaux et communs administratif centraux rez de chaussée puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kvarh-JTVarH",-200000,200000,"kvarh","Bureaux et communs administratif centraux rez de chaussée quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kvar sys-JTVar",-200000,200000,"kvar","Bureaux et communs administratif centraux rez de chaussée puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kvar L3-JTVar",-200000,200000,"kvar","Bureaux et communs administratif centraux rez de chaussée L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kvar L2-JTVar",-200000,200000,"kvar","Bureaux et communs administratif centraux rez de chaussée L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kvar L1-JTVar",-200000,200000,"kvar","Bureaux et communs administratif centraux rez de chaussée L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kVA sys-JTVA",-200000,200000,"kVA","Bureaux et communs administratif centraux rez de chaussée puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kVA L3-JTVA",-200000,200000,"kVA","Bureaux et communs administratif centraux rez de chaussée L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kVA L2-JTVA",-200000,200000,"kVA","Bureaux et communs administratif centraux rez de chaussée L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000004-A002-4-kVA L1-JTVA",-200000,200000,"kVA","Bureaux et communs administratif centraux rez de chaussée L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kWh-JTWH",-200000,200000,"kWh","Sylfen energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kWh L3-JTWH",-200000,200000,"kWh","Sylfen L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kWh L2-JTWH",-200000,200000,"kWh","Sylfen L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kWh L1-JTWH",-200000,200000,"kWh","Sylfen L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kWh (-)-JTWH",-200000,200000,"kWh","Sylfen quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kW sys-JTW",-200000,200000,"kW","Sylfen puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kW L3-JTW",-200000,200000,"kW","Sylfen L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
